Title,Producto y Módulo,Palabras clave BC CSC CM,Categoría,Acceso,Soporte
"¿Qué hacer si la cámara web no funciona en el ML1?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Historias Clínicas"",""TermID"":""0b7c4583-2ab1-494f-bae5-1c6041c70030""}]","[{""Label"":""historia clínica"",""TermID"":""9c62b301-4ce5-4747-a53a-8706dfda71d4""},{""Label"":""webcam"",""TermID"":""24411cdb-371c-44c6-baa5-2d180ef10435""},{""Label"":""cámara"",""TermID"":""463ff61f-4505-4865-ad67-59fe4f29f6db""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""},{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Historia Clínicas

Configuración de windows","Externo"
"¿Cómo ajustar saldos de cuenta corriente por base de datos?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""ventas"",""TermID"":""a4835522-b78c-4836-8d0e-8aadcd484bdf""},{""Label"":""base de datos"",""TermID"":""914d06d5-0927-4f66-99f9-275e9525a2ad""},{""Label"":""cuenta corriente"",""TermID"":""8bfe83f6-21cc-4e4e-ae63-6a110f39da94""},{""Label"":""recibo"",""TermID"":""0c9c3899-9a71-4718-b4dd-b5e9c38b11c9""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","Base de Datos.","Interno"
"¿Cómo hacer movimientos de ingreso y salida desde la cuenta principal del banco hacia una cuenta de fondo de inversión?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""}]","[{""Label"":""banco"",""TermID"":""7e2373bd-7972-43e7-94e5-74bb07d0e6c5""},{""Label"":""movimientos"",""TermID"":""2234f36a-cd79-4fe5-96e6-5b7918b960a1""},{""Label"":""ingreso"",""TermID"":""0ae0e7b7-4d65-41de-af36-aeafd2bd791b""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]",,"Externo"
"¿Cómo generar un reporte de días promedio entre un informe de inasistencia y el próximo turno otorgado?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Reportes"",""TermID"":""6b0c3e6f-7000-4835-a43b-d83567958091""}]","[{""Label"":""reporte"",""TermID"":""db080f14-91d5-4ea6-b902-e1367d54138a""},{""Label"":""informe"",""TermID"":""96eb2a25-5418-4b21-a1a7-409d260d4d69""},{""Label"":""query"",""TermID"":""6ba00968-87c0-427e-b79b-ab2b6419c371""}]","[{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""},{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de datos.","Interno"
"¿Qué hacer cuando el detalle del último comprobante no coincide con la correlatividad del último comprobante en AFIP?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""ventas"",""TermID"":""a4835522-b78c-4836-8d0e-8aadcd484bdf""},{""Label"":""comprobante"",""TermID"":""aa829f0c-7fc5-4449-b22a-eb60d3de30b3""},{""Label"":""AFIP"",""TermID"":""108560eb-0f0f-49bd-b5f6-a94a9f20b3f8""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","N/A","Interno"
"The underlying connection was closed. Could not establish trust relationship for the SSL/TLS secure channel.","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""}]","[{""Label"":""siniestros"",""TermID"":""3e0a9801-3ed2-4c22-b6b7-d6b0f2ed052a""},{""Label"":""accidente"",""TermID"":""73a83f6c-2795-476a-a0d2-e395c849faac""},{""Label"":""validador de siniestro"",""TermID"":""d21b0d3e-6842-46c0-8d65-c394abcc0ad2""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Ingresar al directorio donde está instalado el ML1","Interno"
"¿Cómo agregar formularios a un nuevo examen?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""examen"",""TermID"":""2bd608ee-d31b-4ff6-8be5-ebd3fd5a3603""},{""Label"":""manual ml.net"",""TermID"":""ac58705b-fad2-4a3c-bb34-7ad8cc747409""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Configuración → Exámen → Configuración Exámen","Externo"
"Error: Callback request failed due to internal server error","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""}]","[{""Label"":""error"",""TermID"":""bb5dfe33-5311-44ca-a2e1-77ce749592fc""},{""Label"":""callback"",""TermID"":""296cf6ad-99fa-4fdc-99b6-032b55c83628""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","Dirigirse al directorio del ML.Net","Interno"
"¿Cómo configurar la cantidad de días máximos de una agenda en ML.Net?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""agenda"",""TermID"":""f1f474cb-65d1-44d2-ae6a-106f19725c85""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Entidades -> Profesionales -> Seleccionar el Profesional","Externo"
"¿Como crear un certificado para informar con AFIP?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""certificado"",""TermID"":""557c5070-aa46-4630-b35a-9ab9f5088f0b""},{""Label"":""factura electrónica"",""TermID"":""53bcc46c-3b15-4562-825e-42a030afbdfe""},{""Label"":""AFIP"",""TermID"":""108560eb-0f0f-49bd-b5f6-a94a9f20b3f8""}]","[{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Ejemplo:
​https://accessinformatica.atlassian.net/browse/SDCM-14133","Interno"
"¿Cómo llamar a un paciente a un consultorio desde la bandeja de entrada?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""}]","[{""Label"":""bandeja de entrada"",""TermID"":""66c37e81-f0a2-405e-9d5c-c4da1e763121""},{""Label"":""ordenDePrestacion"",""TermID"":""5a8ef303-6bbc-470f-bdb5-748156d882ed""},{""Label"":""consultorio"",""TermID"":""7decbca0-650a-4a68-8c37-0a35e9441719""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Bandeja de Entrada > Orden de Prestación > Llamar Pacientes ","Externo"
"¿Qué hacer cuando no se guardan los adicionales al cumplir un turno?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""},{""Label"":""ML.net CM:Turnos"",""TermID"":""1cac52c8-332b-4f02-b0b6-f820e023cdc3""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""examen"",""TermID"":""2bd608ee-d31b-4ff6-8be5-ebd3fd5a3603""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Configuración > General > Parámetros Generales","Externo"
"¿Qué verificaciones hacer cuando no se envían los correos desde el sistema?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""},{""Label"":""ML.net CM:Turnos"",""TermID"":""1cac52c8-332b-4f02-b0b6-f820e023cdc3""}]","[{""Label"":""mail"",""TermID"":""accf15a2-ea82-4497-a5da-e2247cf33dee""},{""Label"":""SMTP"",""TermID"":""01b2c771-0953-4937-824c-7fb9eada1219""},{""Label"":""DBmail"",""TermID"":""d222e1cc-85f4-4386-9150-e056f18980ff""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","IIS - Base de Datos","Interno"
"¿Cómo habilitar la auto-numeración de los comprobantes de venta?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""},{""Label"":""ML Manager CM:Compras"",""TermID"":""1eb03041-3446-4cf3-ab64-5ab518a9407e""}]","[{""Label"":""comprobante"",""TermID"":""aa829f0c-7fc5-4449-b22a-eb60d3de30b3""},{""Label"":""ventas"",""TermID"":""a4835522-b78c-4836-8d0e-8aadcd484bdf""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""}]","Modulo de Administración: Ventas -> Datos -> Tipos de Comprobante.","Externo"
"¿Cómo reenviar correos desde la base de datos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""}]","[{""Label"":""mail"",""TermID"":""accf15a2-ea82-4497-a5da-e2247cf33dee""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""},{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Base de Datos.","Interno"
"¿Cómo realizar un envío masivo de correos desde la base de datos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""}]","[{""Label"":""mail"",""TermID"":""accf15a2-ea82-4497-a5da-e2247cf33dee""},{""Label"":""envío masivo"",""TermID"":""9dbad99c-2a2e-4e91-9dc5-1d2ed205b79b""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cómo comprobar el estado de un job en base datos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""}]","[{""Label"":""job"",""TermID"":""543ccd6f-4628-4193-8d3d-48b38b1c9daf""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos","Interno"
"¿Cómo medir los usos de recursos de un job?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""}]","[{""Label"":""job"",""TermID"":""543ccd6f-4628-4193-8d3d-48b38b1c9daf""},{""Label"":""recursos"",""TermID"":""a8e44018-0049-4ff9-a7c9-27175785f786""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cómo cambiar el valor de comprobante emitido en base de datos?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""comprobante"",""TermID"":""aa829f0c-7fc5-4449-b22a-eb60d3de30b3""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""},{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","Base de Datos.","Externo"
"¿Cómo cambiar el estado de un comprobante de venta por base de dato? ","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""comprobante"",""TermID"":""aa829f0c-7fc5-4449-b22a-eb60d3de30b3""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cómo emitir un informe de contactos de clientes desde la base de datos?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Generador de Informes"",""TermID"":""1364970e-3588-45b8-b4bb-0688409f4c66""}]","[{""Label"":""contactos"",""TermID"":""82475362-f7c2-41a1-94c5-de417601bf82""},{""Label"":""cliente"",""TermID"":""1fb3bc76-37e0-4f0e-b17a-0fea65d68b86""},{""Label"":""reporte"",""TermID"":""db080f14-91d5-4ea6-b902-e1367d54138a""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cuáles son los criterios del semáforo de días de baja?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""bandeja de entrada"",""TermID"":""66c37e81-f0a2-405e-9d5c-c4da1e763121""},{""Label"":""accidente"",""TermID"":""73a83f6c-2795-476a-a0d2-e395c849faac""},{""Label"":""CIE10"",""TermID"":""d0e8d3f3-796f-4f12-8462-addfc6926368""}]","[{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Configuración > Historia Clínica > Diagnostico OMS ","Externo"
"¿Cómo comparar el importe del comprobante con el de la cuenta corriente?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""comprobante"",""TermID"":""aa829f0c-7fc5-4449-b22a-eb60d3de30b3""},{""Label"":""saldos"",""TermID"":""4758c6a6-d82e-4460-a043-28400d43ae09""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cómo identificar las diferencia entre la cuenta corriente, comprobantes y sus aplicaciones?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""}]","[{""Label"":""comprobante"",""TermID"":""aa829f0c-7fc5-4449-b22a-eb60d3de30b3""},{""Label"":""saldos"",""TermID"":""4758c6a6-d82e-4460-a043-28400d43ae09""},{""Label"":""aplicaciones"",""TermID"":""171f8a4e-cf20-4971-a63d-424a21c2142f""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos","Interno"
"¿Cómo quitar alícuota de facturas C?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Ventas"",""TermID"":""3ef3003f-2f40-4d6b-9976-9e3c1b3457b2""},{""Label"":""ML Manager CM:Contabilidad"",""TermID"":""63972982-ee70-4d48-a4ec-fc9693004291""}]","[{""Label"":""facturación"",""TermID"":""0921218f-d957-4387-a379-ff78bc122eee""},{""Label"":""facturas"",""TermID"":""3e4e52a4-9516-46b5-ad53-42bc42961d45""},{""Label"":""alícuota"",""TermID"":""16bdb4a2-203e-4a58-b28d-4061c9ab7aff""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cómo identificar las prestaciones pendientes y cubiertas de un siniestro por base de datos?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Historias Clínicas"",""TermID"":""0b7c4583-2ab1-494f-bae5-1c6041c70030""}]","[{""Label"":""prestaciones"",""TermID"":""4537ecb7-475b-4767-9f4c-d9cd17c1295b""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cómo editar los estudios de un examen en ML1?","[{""Label"":""ML Manager CM"",""TermID"":""21fda726-15aa-4c9d-9acb-715a4abab28d""},{""Label"":""ML Manager CM:Exámenes"",""TermID"":""0c7dbc51-0068-4c95-bd2d-721ea90e2450""}]","[{""Label"":""examen"",""TermID"":""2bd608ee-d31b-4ff6-8be5-ebd3fd5a3603""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Modulo: Medicina Laboral > Exámenes -> Datos -> Configuración de Exámenes.","Externo"
"¿Cómo agregar una prestación?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""}]","[{""Label"":""prestaciones"",""TermID"":""4537ecb7-475b-4767-9f4c-d9cd17c1295b""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""},{""Label"":""Proceso"",""TermID"":""d87ee811-80d3-478e-a097-e0ff796a1c0f""}]","Configuración> General > Rubros y Prestaciones","Externo"
"¿Cómo asignar una prestación a un servicio?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""}]","[{""Label"":""servicios"",""TermID"":""294e990e-a18e-4f4f-9b12-d123b0ccb451""},{""Label"":""prestaciones"",""TermID"":""4537ecb7-475b-4767-9f4c-d9cd17c1295b""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Solución definitiva"",""TermID"":""eaa1f7aa-a161-45af-a3a0-b4e964f69cf3""}]","Entidades > Servicios.","Externo"
"¿Cuáles son las verificaciones a efectuar cuando el usuario no puede modificar un formulario?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Seguridad"",""TermID"":""91b860fb-d3db-4823-955b-e1419676b2d6""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""}]","[{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Configuración > Accidente > Formularios > Formularios","Externo"
"¿Cómo borrar archivos asociados a un formulario?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""formulario"",""TermID"":""803dae6a-3383-4fa7-8e2a-17e0e74a8063""},{""Label"":""ART"",""TermID"":""5fbd8789-7d19-497b-bc04-8a848c8a339c""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Historia Clínica > Sucesos.","Externo"
"¿Cómo importar prestadores masivamente?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""}]","[{""Label"":""prestadores"",""TermID"":""7787fa98-e117-4e86-ba6a-94f59f0ed93d""},{""Label"":""importación"",""TermID"":""65d495c1-295a-42d7-91b2-4526ab179960""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Configuración"",""TermID"":""da1d4ced-8392-419f-9069-77232192e7c2""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Base de Datos.","Interno"
"¿Qué hacer cuando no se crean los turnos de un profesional?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Turnos"",""TermID"":""1cac52c8-332b-4f02-b0b6-f820e023cdc3""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""agenda"",""TermID"":""f1f474cb-65d1-44d2-ae6a-106f19725c85""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Entidades > profesionales","Externo"
"¿Cómo limpiar los turnos desde la base de datos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Turnos"",""TermID"":""1cac52c8-332b-4f02-b0b6-f820e023cdc3""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""base de datos"",""TermID"":""914d06d5-0927-4f66-99f9-275e9525a2ad""},{""Label"":""query"",""TermID"":""6ba00968-87c0-427e-b79b-ab2b6419c371""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cómo corregir la concurrencia de un paciente desde la base de datos?","[{""Label"":""ML.net CM:Turnos"",""TermID"":""1cac52c8-332b-4f02-b0b6-f820e023cdc3""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""},{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""concurrencia"",""TermID"":""ae366ef0-86a7-4c6d-b497-5a1c068bb075""},{""Label"":""query"",""TermID"":""6ba00968-87c0-427e-b79b-ab2b6419c371""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Cómo forzar manualmente el job de mantenimiento de turnos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Turnos"",""TermID"":""1cac52c8-332b-4f02-b0b6-f820e023cdc3""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""job"",""TermID"":""543ccd6f-4628-4193-8d3d-48b38b1c9daf""},{""Label"":""mantenimiento"",""TermID"":""b7cb3ce4-bccf-4011-9756-782f823ff990""}]","[{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""},{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""}]","Base de Datos.","Interno"
"¿Qué verificaciones efectuar cuando aparecen turnos fuera del horario de un profesional?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Turnos"",""TermID"":""1cac52c8-332b-4f02-b0b6-f820e023cdc3""}]","[{""Label"":""turno"",""TermID"":""da799543-adb0-4bb8-b07c-d12b3e691044""},{""Label"":""agenda"",""TermID"":""f1f474cb-65d1-44d2-ae6a-106f19725c85""},{""Label"":""profesional"",""TermID"":""a857ccaf-88cd-454a-88b7-9a108fd21758""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""},{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","Entidades > profesionales","Externo"
"¿Cómo eliminar siniestros en cascada desde la base de datos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Bandeja de Entrada"",""TermID"":""05b391fd-196d-4ad4-b70f-0323b2ee8cdb""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""}]","[{""Label"":""siniestros"",""TermID"":""3e0a9801-3ed2-4c22-b6b7-d6b0f2ed052a""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""},{""Label"":""Ajustes de datos"",""TermID"":""a1069a9c-eabd-447e-bb4a-3fce9aa24c4c""}]","Base de Datos.","Interno"
"¿Cómo identificar las órdenes de prestaciones cumplidas desde la base de datos?","[{""Label"":""ML.net CM"",""TermID"":""fa567bcc-8278-4715-b2a1-0bd88a11fbfd""},{""Label"":""ML.net CM:Consultorios"",""TermID"":""af7ddc2f-6cf8-4040-95d5-bffca4d4fee8""},{""Label"":""ML.net CM:Bandeja de Entrada"",""TermID"":""05b391fd-196d-4ad4-b70f-0323b2ee8cdb""},{""Label"":""ML.net CM:Historias Clínicas"",""TermID"":""0f6a816e-7f7c-45a7-a988-c777845069fe""},{""Label"":""ML.net CM:Exámenes"",""TermID"":""d37647f8-689d-4cc3-a835-7964be46fe4f""},{""Label"":""ML.net CM:Turnos"",""TermID"":""1cac52c8-332b-4f02-b0b6-f820e023cdc3""}]","[{""Label"":""orden de prestación"",""TermID"":""d68340cf-da99-44ee-a442-24c86d6b33a9""}]","[{""Label"":""Workaround"",""TermID"":""217da19e-d677-41bd-8aab-06e79363d540""},{""Label"":""Producto"",""TermID"":""363c915b-eab0-449e-8142-0b0cf9d245da""}]","Base de Datos.","Interno"
